G141 grating,
Wavelength,Transmission
,
1.4577,8.64E-01
1.4578,8.64E-01
1.4579,8.64E-01
1.4580,8.64E-01
1.4581,8.64E-01
1.4582,8.64E-01
1.4583,8.64E-01
1.4584,8.64E-01
1.4585,8.64E-01
1.4586,8.64E-01
1.4587,8.64E-01
1.4588,8.64E-01
1.4589,8.64E-01
1.4590,8.64E-01
1.4591,8.64E-01
1.4592,8.64E-01
1.4593,8.64E-01
1.4594,8.64E-01
1.4595,8.64E-01
1.4596,8.64E-01
1.4597,8.64E-01
1.4598,8.64E-01
1.4599,8.64E-01
1.4600,8.64E-01
1.4601,8.64E-01
1.4602,8.64E-01
1.4603,8.64E-01
1.4604,8.64E-01
1.4605,8.64E-01
1.4606,8.64E-01
1.4607,8.64E-01
1.4608,8.64E-01
1.4609,8.64E-01
1.4610,8.64E-01
1.4611,8.64E-01
1.4612,8.64E-01
1.4613,8.64E-01
1.4614,8.64E-01
1.4615,8.64E-01
1.4616,8.64E-01
1.4617,8.64E-01
1.4618,8.64E-01
1.4619,8.64E-01
1.4620,8.64E-01
1.4621,8.64E-01
1.4622,8.64E-01
1.4623,8.64E-01
1.4624,8.64E-01
1.4625,8.64E-01
1.4626,8.64E-01
1.4627,8.64E-01
1.4628,8.64E-01
1.4629,8.64E-01
1.4630,8.64E-01
1.4631,8.64E-01
1.4632,8.64E-01
1.4633,8.64E-01
1.4634,8.64E-01
1.4635,8.64E-01
1.4636,8.64E-01
1.4637,8.64E-01
1.4638,8.64E-01
1.4639,8.64E-01
1.4640,8.64E-01
1.4641,8.64E-01
1.4642,8.64E-01
1.4643,8.64E-01
1.4644,8.64E-01
1.4645,8.64E-01
1.4646,8.64E-01
1.4647,8.64E-01
1.4648,8.64E-01
1.4649,8.64E-01
1.4650,8.64E-01
1.4651,8.64E-01
1.4652,8.64E-01
1.4653,8.64E-01
1.4654,8.64E-01
1.4655,8.64E-01
1.4656,8.64E-01
1.4657,8.64E-01
1.4658,8.64E-01
1.4659,8.64E-01
1.4660,8.64E-01
1.4661,8.64E-01
1.4662,8.64E-01
1.4663,8.64E-01
1.4664,8.64E-01
1.4665,8.64E-01
1.4666,8.64E-01
1.4667,8.64E-01
1.4668,8.64E-01
1.4669,8.64E-01
1.4670,8.64E-01
1.4671,8.64E-01
1.4672,8.64E-01
1.4673,8.64E-01
1.4674,8.64E-01
1.4675,8.64E-01
1.4676,8.64E-01
1.4677,8.64E-01
1.4678,8.64E-01
1.4679,8.64E-01
1.4680,8.64E-01
1.4681,8.64E-01
1.4682,8.64E-01
1.4683,8.64E-01
1.4684,8.64E-01
1.4685,8.64E-01
1.4686,8.64E-01
1.4687,8.64E-01
1.4688,8.64E-01
1.4689,8.64E-01
1.4690,8.64E-01
1.4691,8.64E-01
1.4692,8.64E-01
1.4693,8.64E-01
1.4694,8.64E-01
1.4695,8.64E-01
1.4696,8.64E-01
1.4697,8.64E-01
1.4698,8.64E-01
1.4699,8.64E-01
1.4700,8.64E-01
1.4701,8.64E-01
1.4702,8.64E-01
1.4703,8.63E-01
1.4704,8.63E-01
1.4705,8.63E-01
1.4706,8.63E-01
1.4707,8.63E-01
1.4708,8.63E-01
1.4709,8.63E-01
1.4710,8.63E-01
1.4711,8.63E-01
1.4712,8.63E-01
1.4713,8.63E-01
1.4714,8.63E-01
1.4715,8.63E-01
1.4716,8.63E-01
1.4717,8.63E-01
1.4718,8.63E-01
1.4719,8.63E-01
1.4720,8.63E-01
1.4721,8.63E-01
1.4722,8.63E-01
1.4723,8.63E-01
1.4724,8.63E-01
1.4725,8.63E-01
1.4726,8.63E-01
1.4727,8.63E-01
1.4728,8.63E-01
1.4729,8.63E-01
1.4730,8.63E-01
1.4731,8.63E-01
1.4732,8.63E-01
1.4733,8.63E-01
1.4734,8.63E-01
1.4735,8.63E-01
1.4736,8.63E-01
1.4737,8.63E-01
1.4738,8.63E-01
1.4739,8.63E-01
1.4740,8.63E-01
1.4741,8.63E-01
1.4742,8.63E-01
1.4743,8.62E-01
1.4744,8.62E-01
1.4745,8.62E-01
1.4746,8.62E-01
1.4747,8.62E-01
1.4748,8.62E-01
1.4749,8.62E-01
1.4750,8.62E-01
1.4751,8.62E-01
1.4752,8.62E-01
1.4753,8.62E-01
1.4754,8.62E-01
1.4755,8.62E-01
1.4756,8.62E-01
1.4757,8.62E-01
1.4758,8.62E-01
1.4759,8.62E-01
1.4760,8.62E-01
1.4761,8.62E-01
1.4762,8.62E-01
1.4763,8.62E-01
1.4764,8.62E-01
1.4765,8.62E-01
1.4766,8.62E-01
1.4767,8.62E-01
1.4768,8.62E-01
1.4769,8.62E-01
1.4770,8.62E-01
1.4771,8.62E-01
1.4772,8.62E-01
1.4773,8.62E-01
1.4774,8.62E-01
1.4775,8.62E-01
1.4776,8.62E-01
1.4777,8.62E-01
1.4778,8.62E-01
1.4779,8.62E-01
1.4780,8.62E-01
1.4781,8.62E-01
1.4782,8.62E-01
1.4783,8.62E-01
1.4784,8.62E-01
1.4785,8.62E-01
1.4786,8.62E-01
1.4787,8.62E-01
1.4788,8.62E-01
1.4789,8.62E-01
1.4790,8.62E-01
1.4791,8.62E-01
1.4792,8.62E-01
1.4793,8.62E-01
1.4794,8.62E-01
1.4795,8.62E-01
1.4796,8.62E-01
1.4797,8.62E-01
1.4798,8.62E-01
1.4799,8.62E-01
1.4800,8.62E-01
1.4801,8.62E-01
1.4802,8.62E-01
1.4803,8.62E-01
1.4804,8.62E-01
1.4805,8.62E-01
1.4806,8.62E-01
1.4807,8.62E-01
1.4808,8.62E-01
1.4809,8.62E-01
1.4810,8.62E-01
1.4811,8.62E-01
1.4812,8.62E-01
1.4813,8.62E-01
1.4814,8.62E-01
1.4815,8.62E-01
1.4816,8.62E-01
1.4817,8.62E-01
1.4818,8.62E-01
1.4819,8.62E-01
1.4820,8.62E-01
1.4821,8.62E-01
1.4822,8.63E-01
1.4823,8.63E-01
1.4824,8.63E-01
1.4825,8.63E-01
1.4826,8.63E-01
1.4827,8.63E-01
1.4828,8.63E-01
1.4829,8.63E-01
1.4830,8.63E-01
1.4831,8.63E-01
1.4832,8.63E-01
1.4833,8.63E-01
1.4834,8.63E-01
1.4835,8.63E-01
1.4836,8.63E-01
1.4837,8.63E-01
1.4838,8.63E-01
1.4839,8.63E-01
1.4840,8.63E-01
1.4841,8.63E-01
1.4842,8.63E-01
1.4843,8.63E-01
1.4844,8.63E-01
1.4845,8.64E-01
1.4846,8.64E-01
1.4847,8.64E-01
1.4848,8.64E-01
1.4849,8.64E-01
1.4850,8.64E-01
1.4851,8.64E-01
1.4852,8.64E-01
1.4853,8.64E-01
1.4854,8.64E-01
1.4855,8.64E-01
1.4856,8.64E-01
1.4857,8.64E-01
1.4858,8.65E-01
1.4859,8.65E-01
1.4860,8.65E-01
1.4861,8.65E-01
1.4862,8.65E-01
1.4863,8.65E-01
1.4864,8.65E-01
1.4865,8.65E-01
1.4866,8.65E-01
1.4867,8.65E-01
1.4868,8.65E-01
1.4869,8.66E-01
1.4870,8.66E-01
1.4871,8.66E-01
1.4872,8.66E-01
1.4873,8.66E-01
1.4874,8.66E-01
1.4875,8.66E-01
1.4876,8.66E-01
1.4877,8.66E-01
1.4878,8.67E-01
1.4879,8.67E-01
1.4880,8.67E-01
1.4881,8.67E-01
1.4882,8.67E-01
1.4883,8.67E-01
1.4884,8.67E-01
1.4885,8.67E-01
1.4886,8.68E-01
1.4887,8.68E-01
1.4888,8.68E-01
1.4889,8.68E-01
1.4890,8.68E-01
1.4891,8.68E-01
1.4892,8.68E-01
1.4893,8.68E-01
1.4894,8.69E-01
1.4895,8.69E-01
1.4896,8.69E-01
1.4897,8.69E-01
1.4898,8.69E-01
1.4899,8.69E-01
1.4900,8.69E-01
1.4901,8.69E-01
1.4902,8.70E-01
1.4903,8.70E-01
1.4904,8.70E-01
1.4905,8.70E-01
1.4906,8.70E-01
1.4907,8.70E-01
1.4908,8.71E-01
1.4909,8.71E-01
1.4910,8.71E-01
1.4911,8.71E-01
1.4912,8.71E-01
1.4913,8.71E-01
1.4914,8.71E-01
1.4915,8.72E-01
1.4916,8.72E-01
1.4917,8.72E-01
1.4918,8.72E-01
1.4919,8.72E-01
1.4920,8.72E-01
1.4921,8.73E-01
1.4922,8.73E-01
1.4923,8.73E-01
1.4924,8.73E-01
1.4925,8.73E-01
1.4926,8.73E-01
1.4927,8.74E-01
1.4928,8.74E-01
1.4929,8.74E-01
1.4930,8.74E-01
1.4931,8.74E-01
1.4932,8.74E-01
1.4933,8.75E-01
1.4934,8.75E-01
1.4935,8.75E-01
1.4936,8.75E-01
1.4937,8.75E-01
1.4938,8.75E-01
1.4939,8.76E-01
1.4940,8.76E-01
1.4941,8.76E-01
1.4942,8.76E-01
1.4943,8.76E-01
1.4944,8.76E-01
1.4945,8.77E-01
1.4946,8.77E-01
1.4947,8.77E-01
1.4948,8.77E-01
1.4949,8.77E-01
1.4950,8.77E-01
1.4951,8.77E-01
1.4952,8.78E-01
1.4953,8.78E-01
1.4954,8.78E-01
1.4955,8.78E-01
1.4956,8.78E-01
1.4957,8.78E-01
1.4958,8.79E-01
1.4959,8.79E-01
1.4960,8.79E-01
1.4961,8.79E-01
1.4962,8.79E-01
1.4963,8.79E-01
1.4964,8.79E-01
1.4965,8.80E-01
1.4966,8.80E-01
1.4967,8.80E-01
1.4968,8.80E-01
1.4969,8.80E-01
1.4970,8.80E-01
1.4971,8.81E-01
1.4972,8.81E-01
1.4973,8.81E-01
1.4974,8.81E-01
1.4975,8.81E-01
1.4976,8.81E-01
1.4977,8.82E-01
1.4978,8.82E-01
1.4979,8.82E-01
1.4980,8.82E-01
1.4981,8.82E-01
1.4982,8.82E-01
1.4983,8.82E-01
1.4984,8.83E-01
1.4985,8.83E-01
1.4986,8.83E-01
1.4987,8.83E-01
1.4988,8.83E-01
1.4989,8.83E-01
1.4990,8.83E-01
1.4991,8.83E-01
1.4992,8.83E-01
1.4993,8.84E-01
1.4994,8.84E-01
1.4995,8.84E-01
1.4996,8.84E-01
1.4997,8.84E-01
1.4998,8.84E-01
1.4999,8.84E-01
1.5000,8.84E-01
1.5001,8.84E-01
1.5002,8.85E-01
1.5003,8.85E-01
1.5004,8.85E-01
1.5005,8.85E-01
1.5006,8.85E-01
1.5007,8.85E-01
1.5008,8.85E-01
1.5009,8.85E-01
1.5010,8.85E-01
1.5011,8.85E-01
1.5012,8.85E-01
1.5013,8.86E-01
1.5014,8.86E-01
1.5015,8.86E-01
1.5016,8.86E-01
1.5017,8.86E-01
1.5018,8.86E-01
1.5019,8.86E-01
1.5020,8.86E-01
1.5021,8.86E-01
1.5022,8.86E-01
1.5023,8.86E-01
1.5024,8.86E-01
1.5025,8.86E-01
1.5026,8.87E-01
1.5027,8.87E-01
1.5028,8.87E-01
1.5029,8.87E-01
1.5030,8.87E-01
1.5031,8.87E-01
1.5032,8.87E-01
1.5033,8.87E-01
1.5034,8.87E-01
1.5035,8.87E-01
1.5036,8.87E-01
1.5037,8.87E-01
1.5038,8.87E-01
1.5039,8.87E-01
1.5040,8.87E-01
1.5041,8.87E-01
1.5042,8.87E-01
1.5043,8.87E-01
1.5044,8.88E-01
1.5045,8.88E-01
1.5046,8.88E-01
1.5047,8.88E-01
1.5048,8.88E-01
1.5049,8.88E-01
1.5050,8.88E-01
1.5051,8.88E-01
1.5052,8.88E-01
1.5053,8.88E-01
1.5054,8.88E-01
1.5055,8.88E-01
1.5056,8.88E-01
1.5057,8.88E-01
1.5058,8.88E-01
1.5059,8.88E-01
1.5060,8.88E-01
1.5061,8.88E-01
1.5062,8.88E-01
1.5063,8.88E-01
1.5064,8.88E-01
1.5065,8.88E-01
1.5066,8.88E-01
1.5067,8.88E-01
1.5068,8.88E-01
1.5069,8.88E-01
1.5070,8.88E-01
1.5071,8.88E-01
1.5072,8.88E-01
1.5073,8.88E-01
1.5074,8.88E-01
1.5075,8.88E-01
1.5076,8.88E-01
1.5077,8.88E-01
1.5078,8.88E-01
1.5079,8.88E-01
1.5080,8.88E-01
1.5081,8.88E-01
1.5082,8.88E-01
1.5083,8.88E-01
1.5084,8.88E-01
1.5085,8.88E-01
1.5086,8.88E-01
1.5087,8.88E-01
1.5088,8.88E-01
1.5089,8.88E-01
1.5090,8.88E-01
1.5091,8.88E-01
1.5092,8.88E-01
1.5093,8.88E-01
1.5094,8.88E-01
1.5095,8.88E-01
1.5096,8.88E-01
1.5097,8.88E-01
1.5098,8.88E-01
1.5099,8.88E-01
1.5100,8.88E-01
1.5101,8.88E-01
1.5102,8.88E-01
1.5103,8.88E-01
1.5104,8.88E-01
1.5105,8.88E-01
1.5106,8.88E-01
1.5107,8.88E-01
1.5108,8.88E-01
1.5109,8.88E-01
1.5110,8.88E-01
1.5111,8.88E-01
1.5112,8.88E-01
1.5113,8.88E-01
1.5114,8.88E-01
1.5115,8.88E-01
1.5116,8.88E-01
1.5117,8.88E-01
1.5118,8.88E-01
1.5119,8.88E-01
1.5120,8.88E-01
1.5121,8.88E-01
1.5122,8.88E-01
1.5123,8.88E-01
1.5124,8.88E-01
1.5125,8.88E-01
1.5126,8.89E-01
1.5127,8.89E-01
1.5128,8.89E-01
1.5129,8.89E-01
1.5130,8.89E-01
1.5131,8.89E-01
1.5132,8.89E-01
1.5133,8.89E-01
1.5134,8.89E-01
1.5135,8.89E-01
1.5136,8.89E-01
1.5137,8.89E-01
1.5138,8.89E-01
1.5139,8.89E-01
1.5140,8.89E-01
1.5141,8.89E-01
1.5142,8.89E-01
1.5143,8.89E-01
1.5144,8.89E-01
1.5145,8.89E-01
1.5146,8.89E-01
1.5147,8.89E-01
1.5148,8.89E-01
1.5149,8.89E-01
1.5150,8.90E-01
1.5151,8.90E-01
1.5152,8.90E-01
1.5153,8.90E-01
1.5154,8.90E-01
1.5155,8.90E-01
1.5156,8.90E-01
1.5157,8.90E-01
1.5158,8.90E-01
1.5159,8.90E-01
1.5160,8.90E-01
1.5161,8.90E-01
1.5162,8.90E-01
1.5163,8.90E-01
1.5164,8.90E-01
1.5165,8.90E-01
1.5166,8.90E-01
1.5167,8.91E-01
1.5168,8.91E-01
1.5169,8.91E-01
1.5170,8.91E-01
1.5171,8.91E-01
1.5172,8.91E-01
1.5173,8.91E-01
1.5174,8.91E-01
1.5175,8.91E-01
1.5176,8.91E-01
1.5177,8.91E-01
1.5178,8.91E-01
1.5179,8.91E-01
1.5180,8.91E-01
1.5181,8.91E-01
1.5182,8.92E-01
1.5183,8.92E-01
1.5184,8.92E-01
1.5185,8.92E-01
1.5186,8.92E-01
1.5187,8.92E-01
1.5188,8.92E-01
1.5189,8.92E-01
1.5190,8.92E-01
1.5191,8.92E-01
1.5192,8.92E-01
1.5193,8.92E-01
1.5194,8.92E-01
1.5195,8.92E-01
1.5196,8.93E-01
1.5197,8.93E-01
1.5198,8.93E-01
1.5199,8.93E-01
1.5200,8.93E-01
1.5201,8.93E-01
1.5202,8.93E-01
1.5203,8.93E-01
1.5204,8.93E-01
1.5205,8.93E-01
1.5206,8.93E-01
1.5207,8.93E-01
1.5208,8.94E-01
1.5209,8.94E-01
1.5210,8.94E-01
1.5211,8.94E-01
1.5212,8.94E-01
1.5213,8.94E-01
1.5214,8.94E-01
1.5215,8.94E-01
1.5216,8.94E-01
1.5217,8.94E-01
1.5218,8.94E-01
1.5219,8.94E-01
1.5220,8.94E-01
1.5221,8.95E-01
1.5222,8.95E-01
1.5223,8.95E-01
1.5224,8.95E-01
1.5225,8.95E-01
1.5226,8.95E-01
1.5227,8.95E-01
1.5228,8.95E-01
1.5229,8.95E-01
1.5230,8.95E-01
1.5231,8.95E-01
1.5232,8.95E-01
1.5233,8.95E-01
1.5234,8.95E-01
1.5235,8.95E-01
1.5236,8.95E-01
1.5237,8.96E-01
1.5238,8.96E-01
1.5239,8.96E-01
1.5240,8.96E-01
1.5241,8.96E-01
1.5242,8.96E-01
1.5243,8.96E-01
1.5244,8.96E-01
1.5245,8.96E-01
1.5246,8.96E-01
1.5247,8.96E-01
1.5248,8.96E-01
1.5249,8.96E-01
1.5250,8.96E-01
1.5251,8.96E-01
1.5252,8.96E-01
1.5253,8.96E-01
1.5254,8.96E-01
1.5255,8.97E-01
1.5256,8.97E-01
1.5257,8.97E-01
1.5258,8.97E-01
1.5259,8.97E-01
1.5260,8.97E-01
1.5261,8.97E-01
1.5262,8.97E-01
1.5263,8.97E-01
1.5264,8.97E-01
1.5265,8.97E-01
1.5266,8.97E-01
1.5267,8.97E-01
1.5268,8.97E-01
1.5269,8.97E-01
1.5270,8.97E-01
1.5271,8.97E-01
1.5272,8.97E-01
1.5273,8.97E-01
1.5274,8.97E-01
1.5275,8.97E-01
1.5276,8.97E-01
1.5277,8.97E-01
1.5278,8.97E-01
1.5279,8.97E-01
1.5280,8.97E-01
1.5281,8.97E-01
1.5282,8.97E-01
1.5283,8.98E-01
1.5284,8.98E-01
1.5285,8.98E-01
1.5286,8.98E-01
1.5287,8.98E-01
1.5288,8.98E-01
1.5289,8.98E-01
1.5290,8.98E-01
1.5291,8.98E-01
1.5292,8.98E-01
1.5293,8.98E-01
1.5294,8.98E-01
1.5295,8.98E-01
1.5296,8.98E-01
1.5297,8.98E-01
1.5298,8.98E-01
1.5299,8.98E-01
1.5300,8.98E-01
1.5301,8.98E-01
1.5302,8.98E-01
1.5303,8.98E-01
1.5304,8.98E-01
1.5305,8.98E-01
1.5306,8.98E-01
1.5307,8.98E-01
1.5308,8.98E-01
1.5309,8.98E-01
1.5310,8.98E-01
1.5311,8.98E-01
1.5312,8.98E-01
1.5313,8.98E-01
1.5314,8.98E-01
1.5315,8.98E-01
1.5316,8.98E-01
1.5317,8.98E-01
1.5318,8.98E-01
1.5319,8.98E-01
1.5320,8.98E-01
1.5321,8.98E-01
1.5322,8.98E-01
1.5323,8.98E-01
1.5324,8.98E-01
1.5325,8.98E-01
1.5326,8.98E-01
1.5327,8.98E-01
1.5328,8.98E-01
1.5329,8.98E-01
1.5330,8.98E-01
1.5331,8.98E-01
1.5332,8.98E-01
1.5333,8.98E-01
1.5334,8.98E-01
1.5335,8.98E-01
1.5336,8.98E-01
1.5337,8.98E-01
1.5338,8.98E-01
1.5339,8.97E-01
1.5340,8.97E-01
1.5341,8.97E-01
1.5342,8.97E-01
1.5343,8.97E-01
1.5344,8.97E-01
1.5345,8.97E-01
1.5346,8.97E-01
1.5347,8.97E-01
1.5348,8.97E-01
1.5349,8.97E-01
1.5350,8.97E-01
1.5351,8.97E-01
1.5352,8.97E-01
1.5353,8.97E-01
1.5354,8.97E-01
1.5355,8.97E-01
1.5356,8.97E-01
1.5357,8.97E-01
1.5358,8.97E-01
1.5359,8.97E-01
1.5360,8.97E-01
1.5361,8.97E-01
1.5362,8.97E-01
1.5363,8.97E-01
1.5364,8.97E-01
1.5365,8.97E-01
1.5366,8.97E-01
1.5367,8.97E-01
1.5368,8.97E-01
1.5369,8.97E-01
1.5370,8.97E-01
1.5371,8.97E-01
1.5372,8.97E-01
1.5373,8.97E-01
1.5374,8.97E-01
1.5375,8.97E-01
1.5376,8.97E-01
1.5377,8.97E-01
1.5378,8.97E-01
1.5379,8.97E-01
1.5380,8.97E-01
1.5381,8.97E-01
1.5382,8.97E-01
1.5383,8.97E-01
1.5384,8.96E-01
1.5385,8.96E-01
1.5386,8.96E-01
1.5387,8.96E-01
1.5388,8.96E-01
1.5389,8.96E-01
1.5390,8.96E-01
1.5391,8.96E-01
1.5392,8.96E-01
1.5393,8.96E-01
1.5394,8.96E-01
1.5395,8.96E-01
1.5396,8.96E-01
1.5397,8.96E-01
1.5398,8.96E-01
1.5399,8.96E-01
1.5400,8.96E-01
1.5401,8.96E-01
1.5402,8.96E-01
1.5403,8.96E-01
1.5404,8.96E-01
1.5405,8.96E-01
1.5406,8.96E-01
1.5407,8.96E-01
1.5408,8.96E-01
1.5409,8.96E-01
1.5410,8.96E-01
1.5411,8.96E-01
1.5412,8.96E-01
1.5413,8.96E-01
1.5414,8.95E-01
1.5415,8.95E-01
1.5416,8.95E-01
1.5417,8.95E-01
1.5418,8.95E-01
1.5419,8.95E-01
1.5420,8.95E-01
1.5421,8.95E-01
1.5422,8.95E-01
1.5423,8.95E-01
1.5424,8.95E-01
1.5425,8.95E-01
1.5426,8.95E-01
1.5427,8.95E-01
1.5428,8.95E-01
1.5429,8.95E-01
1.5430,8.95E-01
1.5431,8.95E-01
1.5432,8.95E-01
1.5433,8.95E-01
1.5434,8.95E-01
1.5435,8.95E-01
1.5436,8.95E-01
1.5437,8.95E-01
1.5438,8.95E-01
1.5439,8.94E-01
1.5440,8.94E-01
1.5441,8.94E-01
1.5442,8.94E-01
1.5443,8.94E-01
1.5444,8.94E-01
1.5445,8.94E-01
1.5446,8.94E-01
1.5447,8.94E-01
1.5448,8.94E-01
1.5449,8.94E-01
1.5450,8.94E-01
1.5451,8.94E-01
1.5452,8.94E-01
1.5453,8.94E-01
1.5454,8.94E-01
1.5455,8.94E-01
1.5456,8.94E-01
1.5457,8.94E-01
1.5458,8.94E-01
1.5459,8.94E-01
1.5460,8.94E-01
1.5461,8.94E-01
1.5462,8.94E-01
1.5463,8.93E-01
1.5464,8.93E-01
1.5465,8.93E-01
1.5466,8.93E-01
1.5467,8.93E-01
1.5468,8.93E-01
1.5469,8.93E-01
1.5470,8.93E-01
1.5471,8.93E-01
1.5472,8.93E-01
1.5473,8.93E-01
1.5474,8.93E-01
1.5475,8.93E-01
1.5476,8.93E-01
1.5477,8.93E-01
1.5478,8.93E-01
1.5479,8.93E-01
1.5480,8.93E-01
1.5481,8.93E-01
1.5482,8.93E-01
1.5483,8.93E-01
1.5484,8.93E-01
1.5485,8.93E-01
1.5486,8.93E-01
1.5487,8.93E-01
1.5488,8.92E-01
1.5489,8.92E-01
1.5490,8.92E-01
1.5491,8.92E-01
1.5492,8.92E-01
1.5493,8.92E-01
1.5494,8.92E-01
1.5495,8.92E-01
1.5496,8.92E-01
1.5497,8.92E-01
1.5498,8.92E-01
1.5499,8.92E-01
1.5500,8.92E-01
1.5501,8.92E-01
1.5502,8.92E-01
1.5503,8.92E-01
1.5504,8.92E-01
1.5505,8.92E-01
1.5506,8.92E-01
1.5507,8.92E-01
1.5508,8.92E-01
1.5509,8.92E-01
1.5510,8.92E-01
1.5511,8.92E-01
1.5512,8.92E-01
1.5513,8.92E-01
1.5514,8.92E-01
1.5515,8.92E-01
1.5516,8.92E-01
1.5517,8.92E-01
1.5518,8.92E-01
1.5519,8.92E-01
1.5520,8.92E-01
1.5521,8.92E-01
1.5522,8.92E-01
1.5523,8.92E-01
1.5524,8.92E-01
1.5525,8.92E-01
1.5526,8.92E-01
1.5527,8.92E-01
1.5528,8.92E-01
1.5529,8.92E-01
1.5530,8.92E-01
1.5531,8.91E-01
1.5532,8.91E-01
1.5533,8.91E-01
1.5534,8.91E-01
1.5535,8.91E-01
1.5536,8.91E-01
1.5537,8.91E-01
1.5538,8.91E-01
1.5539,8.91E-01
1.5540,8.91E-01
1.5541,8.91E-01
1.5542,8.91E-01
1.5543,8.91E-01
1.5544,8.91E-01
1.5545,8.91E-01
1.5546,8.91E-01
1.5547,8.91E-01
1.5548,8.91E-01
1.5549,8.91E-01
1.5550,8.91E-01
1.5551,8.91E-01
1.5552,8.91E-01
1.5553,8.91E-01
1.5554,8.91E-01
1.5555,8.91E-01
1.5556,8.91E-01
1.5557,8.91E-01
1.5558,8.91E-01
1.5559,8.91E-01
1.5560,8.91E-01
1.5561,8.91E-01
1.5562,8.91E-01
1.5563,8.91E-01
1.5564,8.91E-01
1.5565,8.91E-01
1.5566,8.91E-01
1.5567,8.91E-01
1.5568,8.91E-01
1.5569,8.91E-01
1.5570,8.91E-01
1.5571,8.91E-01
1.5572,8.91E-01
1.5573,8.91E-01
1.5574,8.91E-01
1.5575,8.91E-01
1.5576,8.91E-01
1.5577,8.91E-01
1.5578,8.91E-01
1.5579,8.91E-01
1.5580,8.91E-01
1.5581,8.91E-01
1.5582,8.91E-01
1.5583,8.91E-01
1.5584,8.91E-01
1.5585,8.91E-01
1.5586,8.91E-01
1.5587,8.91E-01
1.5588,8.91E-01
1.5589,8.91E-01
1.5590,8.91E-01
1.5591,8.91E-01
1.5592,8.91E-01
1.5593,8.91E-01
1.5594,8.91E-01
1.5595,8.91E-01
1.5596,8.91E-01
1.5597,8.91E-01
1.5598,8.91E-01
1.5599,8.91E-01
1.5600,8.91E-01
1.5601,8.91E-01
1.5602,8.91E-01
1.5603,8.91E-01
1.5604,8.91E-01
1.5605,8.91E-01
1.5606,8.91E-01
1.5607,8.91E-01
1.5608,8.91E-01
1.5609,8.91E-01
1.5610,8.91E-01
1.5611,8.91E-01
1.5612,8.91E-01
1.5613,8.91E-01
1.5614,8.91E-01
1.5615,8.91E-01
1.5616,8.91E-01
1.5617,8.91E-01
1.5618,8.91E-01
1.5619,8.91E-01
1.5620,8.91E-01
1.5621,8.91E-01
1.5622,8.91E-01
1.5623,8.91E-01
1.5624,8.91E-01
1.5625,8.91E-01
1.5626,8.91E-01
1.5627,8.91E-01
1.5628,8.91E-01
1.5629,8.91E-01
1.5630,8.91E-01
1.5631,8.91E-01
1.5632,8.91E-01
1.5633,8.91E-01
1.5634,8.91E-01
1.5635,8.91E-01
1.5636,8.91E-01
1.5637,8.91E-01
1.5638,8.91E-01
1.5639,8.91E-01
1.5640,8.91E-01
1.5641,8.91E-01
1.5642,8.91E-01
1.5643,8.91E-01
1.5644,8.91E-01
1.5645,8.91E-01
1.5646,8.91E-01
1.5647,8.91E-01
1.5648,8.91E-01
1.5649,8.91E-01
1.5650,8.91E-01
1.5651,8.91E-01
1.5652,8.91E-01
1.5653,8.91E-01
1.5654,8.91E-01
1.5655,8.91E-01
1.5656,8.91E-01
1.5657,8.91E-01
1.5658,8.91E-01
1.5659,8.91E-01
1.5660,8.91E-01
1.5661,8.91E-01
1.5662,8.91E-01
1.5663,8.92E-01
1.5664,8.92E-01
1.5665,8.92E-01
1.5666,8.92E-01
1.5667,8.92E-01
1.5668,8.92E-01
1.5669,8.92E-01
1.5670,8.92E-01
1.5671,8.92E-01
1.5672,8.92E-01
1.5673,8.92E-01
1.5674,8.92E-01
1.5675,8.92E-01
1.5676,8.92E-01
1.5677,8.92E-01
1.5678,8.92E-01
1.5679,8.92E-01
1.5680,8.92E-01
1.5681,8.92E-01
1.5682,8.92E-01
1.5683,8.92E-01
1.5684,8.92E-01
1.5685,8.92E-01
1.5686,8.93E-01
1.5687,8.93E-01
1.5688,8.93E-01
1.5689,8.93E-01
1.5690,8.93E-01
1.5691,8.93E-01
1.5692,8.93E-01
1.5693,8.93E-01
1.5694,8.93E-01
1.5695,8.93E-01
1.5696,8.93E-01
1.5697,8.93E-01
1.5698,8.93E-01
1.5699,8.93E-01
1.5700,8.94E-01
1.5701,8.94E-01
1.5702,8.94E-01
1.5703,8.94E-01
1.5704,8.94E-01
1.5705,8.94E-01
1.5706,8.94E-01
1.5707,8.94E-01
1.5708,8.94E-01
1.5709,8.94E-01
1.5710,8.94E-01
1.5711,8.95E-01
1.5712,8.95E-01
1.5713,8.95E-01
1.5714,8.95E-01
1.5715,8.95E-01
1.5716,8.95E-01
1.5717,8.95E-01
1.5718,8.95E-01
1.5719,8.95E-01
1.5720,8.95E-01
1.5721,8.96E-01
1.5722,8.96E-01
1.5723,8.96E-01
1.5724,8.96E-01
1.5725,8.96E-01
1.5726,8.96E-01
1.5727,8.96E-01
1.5728,8.96E-01
1.5729,8.96E-01
1.5730,8.97E-01
1.5731,8.97E-01
1.5732,8.97E-01
1.5733,8.97E-01
1.5734,8.97E-01
1.5735,8.97E-01
1.5736,8.97E-01
1.5737,8.97E-01
1.5738,8.97E-01
1.5739,8.97E-01
1.5740,8.98E-01
1.5741,8.98E-01
